,actors_list,num_appearances,avg_critics_vote
732,Adolfo Celi,64,5.3425
733,Adolfo Consolini,1,7.0
734,Adolfo Fenoglio,2,5.2697890113457495
735,Adolfo Fernández,2,7.0
736,Adolfo Geri,3,5.609999999999999
737,Adolfo Jimenez,1,7.11
738,Adolfo Lastretti,5,5.574
739,Adolfo Llaurado,1,9.5
740,Adolfo Magaldi,1,6.0
741,Adolfo Margiotta,9,3.894444444444444
742,Adolfo Marsillach,1,6.0
743,Adolfo Quinones,1,4.0
744,Adolfo Thous,3,4.833333333333333
745,Adolfo Vargas,1,4.0
746,Adolph Caesar,3,5.919999999999999
747,Adolph Green,1,6.5
748,Adolph Lestina,1,6.0
749,Adolphe Menjou,21,6.868832907509265
750,Adonella,1,7.0
751,Adoni Maropis,1,5.0
752,Adonis Danieletto,2,6.115
753,Adonyi-Walsh Gáspár,1,7.33
754,Adora Dei,1,6.014577125274327
755,Adoum Moussa,1,7.67
756,Adreina Paul,1,3.8
757,Adria Allue,1,4.0
758,Adria Arjona,9,4.953333333333333
759,Adrian Alonso,3,5.1499999999999995
760,Adrian Arnold,1,2.0
761,Adrian Baigus,1,7.5805273116705765
762,Adrian Bellani,1,7.0
763,Adrian Blanchard,1,5.86
764,Adrian Bouchet,4,3.9580867914209703
765,Adrian Brine,3,6.9433333333333325
766,Adrian Bustamante,1,1.0
767,Adrian Can,1,6.0
768,Adrian Chen,1,7.33
769,Adrian Christopher,1,6.33
770,Adrian Collins,1,4.0
771,Adrian Devant,1,4.0
772,Adrian Dunbar,6,5.687311717068788
773,Adrian Edmondson,3,7.079858742619051
774,Adrian Frieling,4,4.376782196698221
775,Adrian Gaeta,1,2.25
776,Adrian Galley,4,4.25
777,Adrian Gonzalez,1,4.4486269388780775
778,Adrian Greensmith,1,5.67
779,Adrian Grenier,9,4.83830988883531
780,Adrian Griffin,1,5.087528267224336
781,Adrian Grünewald,1,6.86
782,Adrian Haaris,1,2.984334659156849
783,Adrian Hall,1,8.0
784,Adrian Heili,1,5.643828007146855
785,Adrian Hernandez,1,6.570407364580014
786,Adrian Holmes,13,4.916369026877019
787,Adrian Holte Kristiansen,1,4.0
788,Adrian Hough,8,4.009100240951856
789,Adrian Hoven,10,5.551850699178752
790,Adrian Iacov,1,7.0
791,Adrian Jastraban,1,9.67
792,Adrian Jones,1,6.0
793,Adrian Lester,6,5.085657135060784
794,Adrian Lukis,2,5.914454564162536
795,Adrian Martinez,11,5.153651588218081
796,Adrian McLean,1,5.644180132609478
797,Adrian McLoughlin,1,6.2
798,Adrian Moore,1,5.0
799,Adrian Mulraney,1,7.0
800,Adrian N. Roberts,1,4.0
801,Adrian Neblett,1,4.550050095244683
802,Adrian Paduraru,1,6.0
803,Adrian Pasdar,5,5.002614749029336
804,Adrian Paul,13,3.477478196715555
805,Adrian Petriw,1,5.644180132609478
806,Adrian Pintea,1,2.0
807,Adrian Purcarescu,1,6.4
808,Adrian Rawlins,4,6.0975
809,Adrian Salzedo,2,3.8091387347607784
810,Adrian Scarborough,7,6.484310006047892
811,Adrian Schiller,6,4.887225989098945
812,Adrian Sparks,2,3.2750250476223415
813,Adrian Titieni,6,7.14084196162731
814,Adrian Topol,3,4.591066306759898
815,Adrian Vancica,1,7.0
816,Adrian Vazquez,2,5.5
817,Adrian Voo,1,5.0
818,Adrian Vâlcu,1,5.0
819,Adrian Wahlen,1,3.994102480784788
820,Adrian Wright,1,6.0
821,Adrian Young,1,4.0
822,Adrian Zaremba,1,7.0
823,Adrian Zmed,1,4.5
824,Adriana Aizemberg,2,6.75
825,Adriana Alben,1,2.0
826,Adriana Altaras,2,6.8
827,Adriana Ambesi,4,4.3325
828,Adriana Ambessi,1,4.83
829,Adriana Ammassari,1,8.0
830,Adriana Asti,33,5.627792222943614
831,Adriana Barbieri,1,4.0
832,Adriana Barraza,14,5.253217983554562
833,Adriana Benetti,9,5.716666666666667
834,Adriana Biedrzynska,1,6.67
835,Adriana Bogdan,1,7.0
836,Adriana Butoi,1,4.5
837,Adriana Cardinale,1,3.0
838,Adriana Da Fonseca,1,6.5
839,Adriana DeMeo,1,3.5399301481541214
840,Adriana Domínguez,1,4.447335812181794
841,Adriana Esteves,1,5.0
842,Adriana Facchetti,8,5.32625
843,Adriana Falco,1,3.4
844,Adriana Franceschi,1,4.85
845,Adriana Fricke,1,8.0
846,Adriana Giuffrè,1,4.4
847,Adriana Innocenti,1,7.36
848,Adriana Karembeu,1,4.0
849,Adriana Marega,1,4.4
850,Adriana Matoshi,1,7.0
851,Adriana O'Neil,2,3.5399888357312252
852,Adriana Ortolani,2,4.234999999999999
853,Adriana Ozores,2,6.067088780336562
854,Adriana Paz,1,7.0
855,Adriana Rafaela,1,4.5495805946278525
856,Adriana Russo,13,3.9288316827371337
857,Adriana Sforza,1,2.67
858,Adriana Sivieri,2,6.83
859,Adriana Torrebejano,1,5.0
860,Adriana Ugarte,6,6.175461509803772
861,Adriana de Roberto,1,5.25
862,Adriane Lenox,1,7.83
863,Adrianna Biedrzynska,1,8.44
864,Adrianna Chlebicka,1,5.004691928492179
865,Adrianna Dzikowska,1,6.199423496144128
866,Adrianne Curry,1,5.83
867,Adrianne Joseph,1,3.6
868,Adrianne Palicki,3,5.042860690558617
869,Adrianne Sachs,1,6.0
870,Adriano Amidei Migliano,1,7.27
871,Adriano Aprà,6,6.041666666666667
872,Adriano Bonfanti,1,1.7047713751512146
873,Adriano Braidotti,2,3.355
874,Adriano Carvalho,1,6.0
875,Adriano Celentano,36,4.866666666666666
876,Adriano Chiaramida,10,5.916879440927697
877,Adriano Cornelli,1,3.0
878,Adriano De Angelis,1,6.5
879,Adriano De Martin,1,6.0
880,Adriano Domínguez,1,6.4
881,Adriano Fiorillo,1,2.9845694094652644
882,Adriano Giannini,22,4.698636363636364
883,Adriano González,1,4.735131216422901
884,Adriano Guareschi,3,4.096666666666667
885,Adriano Lisboa,1,8.0
886,Adriano Luz,3,7.216666666666666
887,Adriano Micantoni,5,4.108
888,Adriano Nucera,1,8.0
889,Adriano Panatta,2,6.5
890,Adriano Pantaleo,7,5.109776354833648
891,Adriano Pappalardo,2,4.085
892,Adriano Piacitelli,1,8.0
893,Adriano Rimoldi,8,5.65
894,Adriano Tardiolo,2,5.725
895,Adrien Binh Doan,1,6.0
896,Adrien Borel,1,9.0
897,Adrien Brody,41,6.0685365853658535
898,Adrien Burhop,1,5.643828007146855
899,Adrien Cayla-Legrand,1,7.67
900,Adrien Dewitte,1,6.25
901,Adrien Dorval,3,3.998034160261596
902,Adrien Jolivet,2,6.745
903,Adrien Liss,2,3.6874270854243067
904,Adrien Lombardo,1,6.33
905,Adrien Michaux,2,8.25
906,Adrien de Van,1,6.88
907,Adriene Mishler,1,6.21
908,Adrienne Amanda,1,7.0
909,Adrienne Ames,1,6.67
910,Adrienne Armstrong,1,4.0
911,Adrienne Bailon,3,4.666666666666667
912,Adrienne Barbeau,14,6.272427874964521
913,Adrienne Barrett,1,8.67
914,Adrienne C. Moore,1,3.33
915,Adrienne Corri,6,6.9158111857833555
916,Adrienne Csengery,1,7.5
917,Adrienne Dawes,1,6.570407364580014
918,Adrienne Frantz,3,3.898953180399135
919,Adrienne Ironside,1,6.0
920,Adrienne King,3,6.656666666666666
921,Adrienne La Russa,1,5.29
922,Adrienne Larussa,1,4.0
923,Adrienne Meltzer,1,4.0
924,Adrienne Merrell,1,1.0
925,Adrienne Pauly,1,7.07
926,Adrienne Pickering,3,6.1933333333333325
927,Adrienne Pierce,1,3.0
928,Adrienne Servantie,1,8.21
929,Adrienne Shelly,3,7.166666666666667
930,Adrienne Warren,1,8.0
931,Adrienne Wilson,1,5.5
932,Adriyan Rae,1,4.735131216422901
933,Adriàn Fondari,2,7.625
934,Adriá Collado,5,4.62
935,Adrián Aguirre,1,6.67
936,Adrián Baena,1,8.0
937,Adrián Garín,1,5.33
938,Adrián Ladrón de Guevara,1,5.0
939,Adrián Lamana,1,3.6
940,Adrián Lastra,1,6.33
941,Adrián Marín,1,6.33
942,Adrián Nagy,1,7.44
943,Adrián Navarro,1,6.43
944,Adrián Núñez,1,3.0
945,Adrián Suar,1,4.81878918123451
946,Adua Del Vesco,1,2.5295754507551447
947,Advent Bangun,1,3.0
948,Ady An,1,5.827970127091412
949,Adám Matejka,1,9.25
950,Adèle Castillon,1,5.0
951,Adèle Choubard,1,6.0
952,Adèle Csech,1,6.0
953,Adèle Exarchopoulos,15,5.854
954,Adèle Galloy,2,5.335
955,Adèle Haenel,17,6.537058823529412
956,Adèle Parlange,1,3.9945719814016183
957,Adèle Vouilloz,1,6.0
958,Adèle Wismes,2,6.75
959,Adél Jordán,2,5.317088780336562
960,Adél Stanczel,1,7.14
961,Adélaïde Leroux,2,7.195
962,Aedan Tomney,1,4.0
963,Aedin Mincks,2,5.344608193292735
964,Aelan Vaast,1,4.54969796978206
965,Aelita Nazarenko,1,7.0
966,Aemilia Robinson,1,6.0
967,Aeng-ran Eom,1,8.33
968,Aenne Schwarz,1,6.0
969,Aeryk Egan,1,6.0
970,Aesop Aquarian,1,4.0
971,Afarin Obeisi,1,7.5
972,Afdhal Yusman,1,5.644297507763685
973,Afef Jnifen,1,6.0
974,Afemo Omilami,3,5.871366636282811
975,Affif Ben Badra,1,6.0
976,Affion Crockett,6,3.625
977,Afi Okadja,1,6.0
978,Afran Usman,1,4.0
979,Afrim Gjonbalaj,1,5.745251163513463
980,Afro Poli,5,5.034000000000001
981,Afrob,1,6.0
982,Afsaneh Dehrouyeh,1,6.0
983,Afton Forbes,1,6.0
984,Afton Williamson,2,6.25
985,Aga Mohamed Hussain,1,7.0
986,Agam Darshi,9,4.673864397004904
987,Agamenon Quintero,1,5.459216386585469
988,Agape Mngomezulu,1,6.014694500428535
989,Agata Buzek,10,6.301
990,Agata Flori,3,3.61
991,Agata Flory,2,4.165
992,Agata Kulesza,11,6.532727272727272
993,Agata Lys,2,3.0
994,Agata Mutsenietse,1,6.0141076246574965
995,Agata Trzebuchowska,1,7.22
996,Agatha Flory,2,4.335
997,Agathe Biarrotte,1,6.0
998,Agathe Bonitzer,8,5.913608686145663
999,Agathe Bosch,1,8.2
1000,Agathe De La Boulaye,1,5.64406275745527
1001,Agathe De La Fontaine,3,3.5233333333333334
1002,Agathe Dronne,2,6.58
1003,Agathe L'Huillier,1,7.0
1004,Agathe Peigney,1,7.0
1005,Agathe Rousselle,2,4.875
1006,Agathe Schlencker,1,6.0
1007,Agathe Teyssier,1,5.459216386585469
1008,Agda Nilsson,1,4.5
1009,Aggeliki Papoulia,4,6.755
1010,Aggelos Papadimitriou,1,6.0
1011,Aggy K. Adams,1,6.014811875582742
1012,Agha Olia,1,8.0
1013,Agheleh Rezaïe,2,5.5
1014,Aglaia Mora,6,5.7530978692580925
1015,Aglaia Pappa,1,6.67
1016,Aglaia Szyszkowitz,8,4.314745322452731
1017,Agne Grudyte,1,5.5579399144053
1018,Agnes Anderson,1,7.0
1019,Agnes Ayres,2,5.75
1020,Agnes Bruckner,12,5.30063405494374
1021,Agnes Brulet,1,7.9
1022,Agnes Esterhazy,1,8.2
1023,Agnes Fink,1,7.0
1024,Agnes Godart,1,7.46
1025,Agnes Jacquet,1,7.0
1026,Agnes Karin Haaskjold,1,6.5
1027,Agnes Kittelsen,3,5.241592173007974
1028,Agnes Kiyomi Decker,1,4.449096439494908
1029,Agnes Lampkin,1,5.5
1030,Agnes Mayasari,1,4.5
1031,Agnes Moorehead,28,6.811428571428571
1032,Agnes Westerlund Rase,1,5.0
1033,Agnes Windeck,1,4.550050095244683
1034,Agnes de Nobecourt,1,7.75
1035,Agnese Claisse,2,3.81
1036,Agnese De Donato,1,7.17
1037,Agnese Dubbini,1,5.4
1038,Agnese Fior,1,7.63
1039,Agnese Graziani,1,6.0
1040,Agnese Maselli,1,4.0
1041,Agnese Nano,10,5.273
1042,Agnese Ricchi,1,8.0
1043,Agneta Eckemyr,2,6.3
1044,Agni Scott,2,5.784910244404488
1045,Agnia Ditkovskite,2,3.287107356033143
1046,Agnieszka Brustman,1,8.81
1047,Agnieszka Czekanska,1,7.5
1048,Agnieszka Glinska,1,7.59
1049,Agnieszka Grochowska,7,6.226328215394813
1050,Agnieszka Holland,1,8.0
1051,Agnieszka Kowalski,1,5.5
1052,Agnieszka Mandat-Grabka,1,6.5
1053,Agnieszka Nagórzycka,1,6.5
1054,Agnieszka Pawelkiewicz,1,7.43
1055,Agnieszka Podsiadlik,4,6.975
1056,Agnieszka Wagner,3,5.886666666666667
1057,Agnieszka Wosinska,1,5.5
1058,Agnieszka Zulewska,3,6.833333333333333
1059,Agniya Kuznetsova,1,7.69
1060,Agnès Blanchot,1,5.745016413205048
1061,Agnès Hurstel,2,5.125
1062,Agnès Jaoui,8,6.913652048323184
1063,Agnès Nobecourt,1,6.0
1064,Agnès Soral,5,6.406000000000001
1065,Agnès Spaak,6,3.764837764608172
1066,Agnés Varda,3,7.723333333333334
1067,Ago Anderson,1,6.0
1068,Agostina Belli,33,4.413030303030303
1069,Agostina López,1,8.0
1070,Agostino Crisafulli,1,3.0
1071,Agostino Raff,1,7.33
1072,Agostino Salvietti,7,5.6000000000000005
1073,Agung Udijana,1,2.6134681658751693
1074,Agus Nur Amal,1,6.75
1075,Agustin Daulte,1,3.99398510563058
1076,Agustin Nieves,1,8.25
1077,Agustin Pardella,1,6.0
1078,Agustina Altieri,1,5.5
1079,Agustina Guerra,1,4.0
1080,Agustina Liendo,1,8.0
1081,Agustina Malale,1,6.014694500428535
1082,Agustina Muñoz,2,7.0
1083,Agustina Suasquita,1,5.560170042335245
1084,Agustí Villaronga,2,6.82
1085,Agustín Bernal,1,5.5
1086,Agustín Galiana,1,5.273783139944628
1087,Agustín González,1,4.0
1088,Agustín Irusta,1,9.0
1089,Agustín Isunza,2,6.1899999999999995
1090,Agustín Martínez Solares,1,3.0
1091,Agustín Recondo,1,7.0
1092,Agustín Rittano,2,6.625
1093,Agustín Rivas Vásquez,1,4.0
1094,Agustín Silva,6,6.411666666666666
1095,Agustín Vázquez,1,8.0
1096,Agyei Augusto,1,8.0
1097,Agyness Deyn,5,5.831052214414195
1098,Ah In Yoo,1,5.0
1099,Ah-Leh Gua,1,7.86
1100,Ah-in Yoo,3,5.983333333333333
1101,Ah-sung Ko,2,6.640000000000001
1102,Aharon Ipalé,3,5.921740604033037
1103,Aharon Traitel,1,7.25
1104,Ahcen Titi,1,4.078582071675851
1105,Ahd Kamel,1,7.5
1106,Ahiskawa Eri,1,5.0
1107,Ahmad Cage,1,7.0
1108,Ahmad Khan Mahmidzada,1,6.57
1109,Ahmad Mesgarha,1,6.0
1110,Ahmad Morhaf Al Ali,1,6.0
1111,Ahmad Razvi,1,8.0
1112,Ahmad Salama,1,8.6
1113,Ahmareen Anjum,2,6.75
1114,Ahmed Abdallah,1,7.8
1115,Ahmed Abdel Laoui,1,7.024814447519096
1116,Ahmed Abdel Wareth,1,8.0
1117,Ahmed Abdelhafiz,1,6.0
1118,Ahmed Abdelhalim,1,7.024931822673303
1119,Ahmed Abdelhamid Hefny,1,6.94
1120,Ahmed Abed,1,6.67
1121,Ahmed Afiene,1,6.67
1122,Ahmed Ahmed,1,4.550167470398891
1123,Ahmed Ahmed Poor,1,8.32
1124,Ahmed Alansar,1,5.5
1125,Ahmed Bayatra,1,6.0
1126,Ahmed Bedir,1,8.6
1127,Ahmed Belhachmi,1,7.92
1128,Ahmed Benaissa,2,7.335
1129,Ahmed BenaÃ¯ssa,1,7.0
1130,Ahmed Best,1,6.0
1131,Ahmed Bharoocha,1,5.004574553337972
1132,Ahmed Boulane,1,4.0
1133,Ahmed Drame,2,6.4
1134,Ahmed Hafez,1,7.83
1135,Ahmed Hafiene,4,3.5375
1136,Ahmed Haflene,3,4.986666666666667
1137,Ahmed Hassan,1,8.0
1138,Ahmed Higazi,1,8.0
1139,Ahmed Lucan,2,3.79
1140,Ahmed Mahgoub,1,6.86
1141,Ahmed Malek,2,6.25
1142,Ahmed Mirai,1,8.0
1143,Ahmed Muslimani,1,3.539695397845706
1144,Ahmed Qassim,1,6.5
1145,Ahmed Seleem,1,6.94
1146,Ahmed Sylla,4,4.947394505672875
1147,Ahmed Yarziz,1,6.0
1148,Ahmed Bedeir,1,6.0
1149,Ahmed Wafik,1,6.0
1150,Ahmet Danyal Topatan,1,3.9945719814016183
1151,Ahmet Gohtas,1,7.36
1152,Ahmet Mumtaz Taylan,1,7.12
1153,Ahmet Mümtaz Taylan,1,8.0
1154,Ahmet Rifat Sungar,1,7.38
1155,Ahmet Ugurlu,1,4.0
1156,Ahmet Ulucay,1,8.0
1157,Ahmet Zappa,1,6.0
1158,Ahmet Zirek,1,2.0
1159,Ahn Jae-hong,1,4.0
1160,Ahn Jae-mo,2,6.645
1161,Ahn Jaehong,1,7.0
1162,Ahn Kil-Kang,2,6.8775094925707005
1163,Ahn Min-Yeong,1,6.5
1164,Ahn Nae-sang,1,8.0
1165,Ahn Seo-Hyun,2,6.325
1166,Ahn Sung-kee,4,6.810131827917644
1167,Ahn Sung-ki,1,3.5
1168,Ahna Capri,1,7.54
1169,Ahna O'Reilly,12,5.564166666666666
1170,Ahna Tessler,1,4.67
1171,Ahney Her,1,8.52
1172,Ahu Kheradmand,1,8.0
1173,Ahuva Keren,1,7.0
1174,Ai Hashimoto,1,7.39497668987553
1175,Ai Kanzaki,1,8.0
1176,Ai Liya,1,8.0
1177,Ai Maeda,2,5.835
1178,Ai Matsubara,1,7.0
1179,Ai Mikami,1,4.5
1180,Ai Takada,1,6.0
1181,Ai Tominaga,1,5.75
1182,Ai Vy Bui,1,2.984334659156849
1183,Ai Weiwei,1,6.0
1184,Ai-Ning Yao,1,7.33
1185,Aia Kruse,1,7.5
1186,Aiace Tugnoli,1,4.67
1187,Aicha Kossoko,1,5.5
1188,Aida Bellia,1,7.0
1189,Aida Burruano,1,6.94
1190,Aida El Kashef,1,8.0
1191,Aida Flix,1,3.0
1192,Aida Folch,2,5.602116399895257
1193,Aida López,1,6.0
1194,Aida Mohammadkhani,2,8.085
1195,Aida Morales,1,6.6
1196,Aida Oset,1,7.0
1197,Aida Power,1,4.0
1198,Aida Roa,1,6.33
1199,Aida Selman,1,3.0
1200,Aida Tumutova,1,6.098821965856975
1201,Aida Turturro,3,5.1282056162012815
1202,Aida Yespica,3,3.293333333333333
1203,Aidan Bristow,1,4.263663192854067
1204,Aidan Casey,1,0.9640947649757254
1205,Aidan Devine,9,5.362088553468147
1206,Aidan Gillen,16,6.074947569067872
1207,Aidan Kahn,3,4.17957485247703
1208,Aidan McArdle,5,5.704646332504007
1209,Aidan Moreno,1,2.984099908848434
1210,Aidan Pierce Brennan,1,5.558292039867923
1211,Aidan Potter,1,4.633590684902084
1212,Aidan Quinn,34,5.615687017373523
1213,Aidan Rea,1,4.0
1214,Aidan Rhys,1,6.33
1215,Aidan Ritchie,1,4.818319680617679
1216,Aidan Shipley,1,5.3748541708486135
1217,Aidan Tierney,1,6.67
1218,Aidan Turner,5,5.720000000000001
1219,Aidan Whytock,2,4.497051240392394
1220,Aidee Walker,1,7.0
1221,Aiden Beagley,1,7.580409936516369
1222,Aiden Flowers,1,5.5602874174894525
1223,Aiden Gillen,1,6.0
1224,Aiden James Forte,1,4.0
1225,Aiden Lind,1,7.024931822673303
1226,Aiden Lithgow,2,5.279999999999999
1227,Aiden Longworth,2,5.5
1228,Aiden Lovekamp,2,5.0
1229,Aiden Malik,1,4.263076317083029
1230,Aiden Turner,3,4.58937345701261
1231,Aidy Bryant,1,4.75
1232,Aija Terauda,1,6.0
1233,Aiko Beemsterboer,2,5.317088780336562
1234,Aiko Horiuchi,1,3.5
1235,Aiko Masuda,1,7.664537401944808
1236,Aiko Mimasu,2,8.35
1237,Aiko Satô,1,8.0
1238,Aileen Marson,1,5.0
1239,Aileen Quinn,1,5.0
1240,Ailei Yu,1,2.67
1241,Ailo Gaup,1,4.0
1242,Ailsa Marshall,1,4.9
1243,Ailton Graça,1,4.33
1244,Ailín Salas,2,7.5
1245,Ailín de la Caridad Rodriguez,1,6.0
1246,Aiman Machhour,1,5.0
1247,Aimar Vega,1,8.5
1248,Aimee Carrero,2,3.68
1249,Aimee Garcia,8,4.534164536929238
1250,Aimee Graham,1,7.56
1251,Aimee Lou Wood,2,6.85
1252,Aimee Mullins,4,5.747290276271489
1253,Aimee Spring Fortier,1,3.9945719814016183
1254,Aimee Teegarden,5,4.030625796852813
1255,Aimee-Ffion Edwards,1,6.75
1256,Aimee-Lynn Chadwick,1,5.0
1257,Aimi Mac Donald,1,7.0
1258,Aimi Satsukawa,2,5.450203682290007
1259,Aimé Claeys,1,6.5
1260,Aimé Clariond,3,6.544725853557708
1261,Aimée Brooks,2,4.415
1262,Aimée Leigh,1,5.0
1263,Aimée Mortimer,1,8.5
1264,Ain Rasheed Khan,1,6.0
1265,Aina Alfredsson,1,6.5
1266,Aina Clotet,3,4.938034160261596
1267,Ainara Pérez,1,4.4
1268,Ainet Jounou,1,5.6
1269,Ainhoa Aldanondo,3,4.027988449676461
1270,Aino Annuddin,1,6.5
1271,Aino Seppo,1,7.5
1272,Aino Sirje,1,2.2434232986729445
1273,Aino Taube,1,7.54
1274,Ainsley Sevier,1,5.273431014482005
1275,Aion Boyd,1,5.5
1276,Air Phantila,1,3.438976492404346
1277,Airi Tsurumi,1,7.0
1278,Airida Gintautaite,1,5.52
1279,Aisha,1,7.25
1280,Aisha Ayamah,1,5.33
1281,Aisha Cerami,3,4.1000000000000005
1282,Aisha Dee,3,4.242882273812216
1283,Aisha Hinds,4,5.52
1284,Aisha Kabia,1,3.82
1285,Aisha Tyler,4,3.921123582394232
1286,Aisholpan Nurgaiv,1,6.0
1287,Aishwarya Lekshmi,1,3.7250112693323385
1288,Aishwarya Rai,10,5.366
1289,Aishwarya Rai Bachchan,2,6.5
1290,Aisling Bea,2,6.001935151206363
1291,Aisling Franciosi,5,6.1899999999999995
1292,Aisling Loftus,2,4.75
1293,Aisling O'Sullivan,1,5.29
1294,Aislinn Derbez,1,6.0
1295,Aislyn Watson,2,4.275083735199445
1296,Aissatou Diallo Sagna,1,6.0
1297,Aissy,1,8.0
1298,Aiste Gramantaite,1,7.0
1299,Ait Ansari,1,8.32
1300,Aitana Sánchez-Gijón,17,5.6575458847916416
1301,Aitor Bourgade,2,5.997227303123705
1302,Aitor Luna,2,5.5
1303,Aitor Mazo,2,4.75
1304,Aitor Urcelai,1,7.0
1305,Aixa Villagrán,2,6.835
1306,Aiysha Hart,3,5.919607321952324
1307,Aizhan Lighg,1,6.0
1308,Aja Bair,1,6.5
1309,Aja Naomi King,3,6.25
1310,Ajab Gul,1,5.5
1311,Ajani Russell,1,6.0
1312,Ajay Chhabra,2,5.0
1313,Ajay Devgn,3,5.374490245937174
1314,Ajay Mehta,2,4.0
1315,Ajay Naidu,8,6.01732340194357
1316,Ajiona Alexus,2,6.029908958436311
1317,Ajit Banerjee,1,8.25
1318,Ajita Wilson,6,2.7083333333333335
1319,Ajla Santic,1,7.75
1320,Ajouad El Miloudi,1,4.179300977117212
1321,Aju Makita,1,7.17
1322,Ajuawak Kapashesit,1,5.0
1323,Akaji Maro,8,6.461851805939887
1324,Akaki Kvantaliani,1,8.0
1325,Akane Akanezawa,1,5.25
1326,Akane Tatsukawa,1,6.0
1327,Akara Amarttayakul,2,4.997285990700809
1328,Akash Khurana,1,8.0
1329,Akbar Kurtha,1,8.0
1330,Akemi Nara,2,5.6470288067912815
1331,Akemi Negishi,6,7.790117082979755
1332,Aken Tunj,1,7.5
1333,Aketza Lopez,1,5.004574553337972
1334,Akhil Viswanath,1,6.8
1335,Aki Aleong,3,5.111319154960275
1336,Aki Asakura,1,6.570407364580014
1337,Aki Avni,1,4.0
1338,Aki Hiraoka,2,7.1
1339,Aki Kaurismäki,1,6.0
1340,Aki Maeda,2,6.795
1341,Aki Shibuya,1,2.0
1342,Akie Kotabe,4,4.915
1343,Akie Namiki,1,7.6
1344,Akihiko Hirata,9,5.471111111111111
1345,Akihiko Katayama,1,7.5
1346,Akihiro Kitamura,3,5.976666666666667
1347,Akihiro Tomikawa,1,7.108941912947537
1348,Akiji Kobayashi,1,7.108941912947537
1349,Akiko Chihaya,1,8.0
1350,Akiko Hirooka,1,9.0
1351,Akiko Iwase,1,6.5
1352,Akiko Kazami,2,9.05038360292585
1353,Akiko Koyama,4,7.92
1354,Akiko Maeda,1,8.67
1355,Akiko Monou,1,7.4
1356,Akiko Okuda,1,7.0
1357,Akiko Ono,1,8.0
1358,Akiko Tamura,1,9.22884433618215
1359,Akiko Terayima,1,7.75
1360,Akiko Urao,1,6.0
1361,Akiko Wada,1,6.570407364580014
1362,Akiko Wakabayashi,5,5.396
1363,Akiko Yamashita,1,8.0
1364,Akiley Love,1,3.88
1365,Akim Tamiroff,32,5.716875
1366,Akin Anli,1,9.0
1367,Akin Gazi,2,5.904999999999999
1368,Akio Fujii,1,7.5
1369,Akio Hasegawa,1,8.0
1370,Akio Isono,2,7.0
1371,Akio Kaneda,1,4.0
1372,Akio Miyabe,1,8.0
1373,Akira,1,6.570289989425806
1374,Akira Akbar,1,7.0
1375,Akira Chen,1,7.0
1376,Akira Emoto,15,7.183026466553804
1377,Akira Hisamatsu,2,7.949422168091075
1378,Akira Ishihama,4,8.429834083419008
1379,Akira Kobayashi,1,8.0
1380,Akira Kubo,4,6.78
1381,Akira Kurosawa,1,7.0
1382,Akira Matsushita,1,7.294023034125753
1383,Akira Nakamura,1,8.0
1384,Akira Nakao,3,6.023333333333333
1385,Akira Onodera,1,6.67
1386,Akira Sakata,1,7.0
1387,Akira Shion,1,8.0
1388,Akira Takarada,9,5.764444444444445
1389,Akira Tani,1,8.5
1390,Akira Terao,5,7.244
1391,Akira Ôizumi,1,8.5
1392,Akiro Suetsugu,1,3.33
1393,Akis Ioannou,1,5.5
1394,Akitaka Kimata,1,6.6
1395,Akitake Kôno,2,7.4
1396,Akito Inui,1,8.0
1397,Akiva Schaffer,1,6.0
1398,Akiyoshi Fukae,1,8.0
1399,Akiyoshi Nakao,1,6.569937863963183
1400,Akkaradech Rattanawong,1,2.0
1401,Akmal Ahmad,1,3.0
1402,Akofa Edjeani Asiedu,1,7.0
1403,Akonio Dolo,1,8.0
1404,Akosia Bastet,1,4.79
1405,Akosua Busia,1,6.43
1406,Akram Khourie,1,4.8
1407,Akram Telawe,1,4.8
1408,Akranee Inyotha,1,7.5805273116705765
1409,Aksel Bonfil,1,8.0
1410,Aksel Erhardtsen,1,6.0
1411,Aksel Hennie,13,5.437499125235736
1412,Aksel Leth,1,2.0
1413,Aksel Mehmet,1,8.0
1414,Aksel Ustun,1,4.449096439494908
1415,Akshat Chopra,1,6.0
1416,Akshay Kumar,2,5.780085021167622
1417,Akshaye Khanna,3,6.15632806940447
1418,Akuyoe Graham,1,3.5
1419,Al Bano,9,2.785555555555556
1420,Al Berkowitz,1,7.35
1421,Al Bridge,1,4.0
1422,Al Burke,2,4.777312324291328
1423,Al Capp,1,4.0
1424,Al Capri,1,3.0
1425,Al Charpentier,1,4.0
1426,Al Checco,1,8.09
1427,Al Cliver,19,4.218421052631579
1428,Al Di,1,7.33
1429,Al Di Meola,1,5.0
1430,Al Ernest Garcia,1,9.46
1431,Al Freeman jr.,2,5.842088780336561
1432,Al Galvez,1,5.004574553337972
1433,Al Goldstein,1,3.6239402384283546
1434,Al Gore,2,7.055
1435,Al Green,1,7.024931822673303
1436,Al Harrington,1,6.0
1437,Al Hedison,1,7.25
1438,Al Hirt,1,6.0
1439,Al Jean,1,7.0
1440,Al Jolson,2,6.145
1441,Al Kaura,1,7.25
1442,Al Lettieri,11,6.5445504762833995
1443,Al Lewis,1,8.0
1444,Al Linea,1,3.994337231093203
1445,Al Liner,1,4.83
