,directors_list,num_appearances,avg_critics_vote
8685,Michael Wenning,1,2.714891322241776
8684,Michael Wech,1,6.283316211264153
8683,Michael Waszynski,1,4.8
8682,Michael Wadleigh,1,8.43
8681,Michael W. Watkins,1,6.0
12374,Veit Harlan,1,5.0
8680,Michael Vejar,1,6.0
8679,Michael Uppendahl,1,6.469336333676032
8678,Michael Tucker,1,7.0
12375,Veljko Bulajic,1,4.0
8676,Michael Truman,1,6.0
12360,Vanessa Nöcker,1,6.283316211264153
12359,Vanessa Lapa,1,6.5
8713,Michel Lang,1,8.0
12358,Vanessa Filho,1,4.5
12341,Valerie Weiss,1,5.0
8710,Michel Fuzellier,1,6.0
12342,Valerio Attanasio,1,5.0
12343,Valerio Bariletti,1,6.43
8707,Michel Caputo,1,4.0
12346,Valerio Ruiz,1,6.0
12349,Valeriy Todorovskiy,1,7.0
8704,Michel Bena,1,7.0
8703,Michel Andrieu,1,6.0
12350,Valeska Grisebach,1,6.0
12351,Valia Santella,1,5.75
8701,Michaël Dacheux,1,6.0
12352,Valter Toschi,1,6.014811875582742
8700,Michalis Konstantatos,1,6.67
8699,Michal Waszynski,1,2.0
8698,Michal Marczak,1,3.7250112693323385
8697,Michal Kosakowski,1,5.374384670231783
12354,Valérie Guignabodet ,1,4.0
8696,Michal Englert,1,4.5
12356,Valérie Massadian,1,8.0
12357,Vance Lewis (Luigi Vanzi),1,4.67
12465,Vincenzo Ricchiuto,1,2.5299275762177675
12469,Vincenzo Stango,1,5.459216386585469
8585,Michael Larnell,1,5.644297507763685
12588,Werner Hedmann,1,4.0
8471,Meng Huo,1,7.67
12581,Weawwan Hongvivatana,1,3.5
12582,Wei Tung,1,6.0
12583,Wei Zhang,1,7.67
12585,Wendy Rogers,1,7.0
12586,Wendy Toye,1,6.570289989425806
8466,Melora Walters,1,2.33
12587,Wenxiong Xing,1,7.0
8465,Melissa Lesh,1,6.469336333676032
8464,Melissa Joan Hart,1,3.623822863274147
8463,Melisa Liebenthal,1,2.5
8584,Michael Lantieri,1,3.8
12590,Werner Jacobs,1,6.0
12591,Werner Klingler,1,6.5
8462,Melina Matsoukas,1,4.67
8461,Melina Marcow,1,4.0
8460,Melchiade Coletti,1,4.0
12596,Wes Miller,1,3.253308495455091
8459,Melanie Mayron,1,2.0
12598,Wesley Strick,1,6.0
12600,Wi Ding Ho,1,7.0
12601,Wiam Bedirxan,1,8.0
12579,Wayne Thornley,1,4.5
12577,Wayne Roberts,1,3.6
12575,Wayne Crawford,1,6.5
8474,Merawi Gerima,1,6.0
12552,Walter Film,1,6.0
8491,Michael Armstrong,1,7.0
12555,Walter Hugo Khouri,1,4.0
8487,Micha Wald,1,7.25
8486,Micaela Gonzalo,1,7.25
8485,Mic Rodgers,1,4.0
12558,Walter Matthau,1,6.33
12559,Walter Murch,1,7.57
12560,Walter Nestola,1,3.35461427666749
12561,Walter Pisani (Giuseppe Vari),1,4.0
12566,Wang Quanan,1,6.86
8484,Mian-Mian Lu,1,6.0
8483,Mia Spengler,1,3.6239402384283546
12568,Wanuri Kahiu,1,6.0
8481,Mia Goldman,1,8.0
8480,Mette Korsgaard,1,4.263193692237237
8479,Metin Erksan,1,6.098821965856975
12569,Wanweaw Hongvivatana,1,3.5
12572,Warren Leight,1,6.0
8476,Merlin Ward,1,4.0
12574,Wayne Blair,1,4.5
8455,Mel Ferrer,1,6.0
12602,Wil Shriner,1,2.0
12604,Wilhelm Thiele,1,6.469336333676032
8437,Maïmouna Doucouré,1,5.088702018766412
8435,Mayu Nakamura,1,7.0
12629,William Butler,1,4.0
12630,William C. McGann,1,6.0
12633,William Crain,1,6.6
8434,Maysaloun Hamoud,1,6.2
12634,William Curran,1,4.0
12635,William D. Russell,1,6.0
12639,William F. Claxton,1,6.0
8432,Maya Deren,1,6.33
8431,Maya Da-Rin,1,7.0
12640,William Fraker,1,7.0
8430,May el-Toukhy,1,7.0
8429,Maxwell Shane,1,8.2
8428,Maximiliano Hernando Bruno,1,4.0
12644,William H. Macy,1,3.7246591438697156
12646,William Hanna,1,7.024931822673303
8427,Maximiliano Contenti,1,7.0
12647,William Joyce,1,6.94
8426,Maxime Govare,1,4.67
12648,William K. Howard,1,6.0
8425,Maxime Giroux,1,7.25
8436,Mazen Khaled,1,6.75
12627,William Boyd (II),1,6.0
12605,Will Becher,1,6.57
8438,Maïwenn,1,4.0
8452,Meir Zarchi,1,5.29
8451,Mei Hu,1,7.0
12606,Will Finn,1,7.14
12609,Will Graham,1,4.1
8450,Mehdi Idir,1,6.0
8449,Mehdi Charef,1,6.0
8448,Mehdi Bersaoui,1,5.5
8447,Mehboob Khan,1,6.0
12610,Will Mackenzie,1,4.0
8446,Megan Simpson Huberman,1,6.0
12612,Will Sharpe,1,7.0
12613,Will Slocombe,1,4.8179675551550565
12615,Will Wernick,1,4.0
12616,Willard Carroll,1,4.0
8445,Megan Park,1,5.0
8444,Megan Follows,1,6.014459750120119
12618,William A. Berke,1,4.0
8443,Meera Menon,1,4.0
8442,Med Hondo,1,8.0
12623,William Asher,1,2.5
12624,William Beaton,1,3.9942198559389954
8492,Michael Austin,1,5.0
12551,Walter Filippi,1,4.5
8494,Michael Bartlett,1,2.0
12487,Vito Vinci,1,8.0
8567,Michael Jenkins,1,6.0
8566,Michael Jelenic,1,5.43
8564,Michael Jacobs,1,4.0
8563,Michael J. Sheridan,1,8.0
8562,Michael J. Sarna,1,2.2424842974392836
12489,Vitor Brandt,1,4.449096439494908
8559,Michael Ian Black,1,2.0
8558,Michael Hurst,1,2.75
12498,Vittorio Nevano,1,4.0
12499,Vittorio Rambaldi,1,3.5
12500,Vittorio Rifranti,1,5.0
8554,Michael Henry Wilson,1,8.0
12505,Vittorio Vassarotti,1,4.735131216422901
8549,Michael Gunton,1,6.8
12507,Vivian Qu,1,6.0
12508,Viviana Calò,1,5.459216386585469
12509,Viviana Di Russo,1,2.0
8546,Michael Grandage,1,6.13
8545,Michael Gramaglia,1,8.0
8544,Michael Gracey,1,5.75
8542,Michael Gornick,1,6.33
8568,Michael Kampa,1,4.550167470398891
8569,Michael Karbelnikoff,1,4.67
8540,Michael Goldbach,1,4.0
12486,Vito Pandolfi,1,6.67
8583,Michael Lange,1,6.0
12471,Vincenzo Verdecchi,1,4.0
12472,Vinko Brešan,1,5.33
12473,Vinod Kapri,1,5.5602874174894525
12474,Violeta Ayala,1,5.560170042335245
8580,Michael Lander,1,5.25
8579,Michael Laicini,1,4.67
12476,Virgilio Sabel,1,3.0
8578,Michael LaBash,1,5.5
8577,Michael Knowles,1,6.0
8576,Michael Kloft,1,9.0
8575,Michael Kidd,1,6.0
12477,Virginia Perfili,1,6.0
12478,Virginia Zullo,1,4.0
12479,Virginie Despentes,1,4.58
12480,Virginie Wagon,1,8.0
12481,Virág Zomborácz,1,7.0
8572,Michael Keaton,1,4.0
12482,Vitali Kanevski,1,8.5
12483,Vitaly Zhemchuznij,1,8.0
12485,Vito Palmieri,1,4.449096439494908
12512,Vladimir Eisner,1,8.0
8539,Michael Goi,1,6.0
12550,Walter Fasano,1,6.0
8516,Michael Cuesta,1,5.44
12533,Waad Al-Khateab,1,6.75
12534,Wagner Moura,1,5.0
8512,Michael Cohn,1,6.0
12535,Wagner de Assis,1,7.0
8511,Michael Cohen,1,4.0
12537,Wai Keung Lau,1,4.0
8510,Michael Cody,1,8.0
8509,Michael Civille,1,4.364616848603844
12538,Wai Man Yip,1,3.9944546062474107
12540,Wallace Brothers,1,2.5299275762177675
12543,Wallace Worsley,1,8.0
8502,Michael Caleo,1,5.0
8501,Michael Caissie,1,2.613820291337792
12544,Wally Pfister,1,4.37
8499,Michael Brandt,1,5.3
12546,Walt Disney,1,8.0
8498,Michael Bortman,1,9.0
8497,Michael Blieden,1,3.0
8496,Michael Benveniste,1,4.0
12548,Walter Bernstein,1,7.56
12549,Walter Chiari,1,4.0
12531,W.D. Richter,1,7.0
12529,W. Peter Iliff,1,4.0
8538,Michael Glawogger,1,5.33
12528,W. Lee Wilder,1,5.745251163513463
12513,Vladimir Mensov,1,7.33
8537,Michael G. Johnson,1,6.0
12514,Vladimir Naumov,1,4.0
12515,Vladimir Perisic,1,6.0
8533,Michael Escobedo,1,1.0
12516,Vladimir de Fontenay,1,7.0
8532,Michael Epstein,1,6.0
8531,Michael Engler,1,5.89
8530,Michael Elias,1,8.0
8529,Michael Effenberger,1,1.6038177194014387
12517,Vojtech Jasný,1,7.0
8528,Michael Duggan,1,3.0
8527,Michael Dudok de Wit,1,7.72
12519,Volker Heise,1,4.449096439494908
12521,Vondie Curtis Hall,1,7.0
8523,Michael Di Jiacomo,1,2.0
12523,Vuk Rsumovic,1,6.67
8522,Michael Deak,1,3.5
8521,Michael DeLuise,1,4.0
12526,Víctor Matellano,1,4.0
12527,W. D. Richter,1,4.0
9137,Nicolas Cuche,1,4.0
10416,Rob Hedden,1,4.75
9139,Nicolas Monette,1,5.559817916872622
9992,Pitof,1,4.0
10960,Samantha A. Morrison,1,5.5
9999,Potsy Ponciroli,1,6.58
9998,Pollyanna McIntosh,1,5.0
10962,Samantha Stark,1,5.0
10963,Sameh Zoabi,1,6.63
9996,Pjer Zalica,1,4.0
9995,Piyapan Choopetch,1,3.9945719814016183
9994,Pitt Hanif,1,3.0
10965,Samir Oliveros,1,4.0
10968,Sammo Hung Kam-Bo,1,6.0
10969,Sammo Kam-Bo Hung,1,6.0
10958,Sam Yates,1,4.549111094011022
9990,Pippo Delbono,1,8.0
9989,Pippa Ehrlich,1,5.67
9988,Pippa Bianco,1,5.57
9987,Piotr Domalewski,1,7.0
10970,Samu Fuentes,1,6.67
10971,Samuel Armstrong,1,8.64
9984,Pino Tordiglione,1,2.0
10972,Samuel Bayer,1,4.0
10974,Samuel Collardey,1,5.67
9981,Pino Insegno,1,4.25
10959,Samad Zarmandili,1,4.0
10002,Pradeep Sarkar,1,6.0
9979,Ping Lumpraploeng,1,5.0
10014,Pál Gábor,1,4.0
10926,Salvatore Rosso,1,3.0
10019,Péter Kerekes,1,7.0
10928,Salvatore Vitiello,1,5.0
10018,Péter Gárdos,1,7.0
10017,Péter Bergendy,1,6.67
10931,Sam Boyd,1,4.5
10932,Sam Cromwell (Ciro Ippolito),1,3.5
10933,Sam Dunn,1,6.0
10937,Sam Grossman,1,4.0
10938,Sam Harper,1,3.33
10939,Sam Henry Kass,1,4.0
10954,Sam Taylor-Johnson,1,2.63
10941,Sam Levine,1,5.33
10011,Priyadarshan,1,3.623470737811524
10944,Sam Livingstone (Ferdinando Baldi),1,3.33
10946,Sam Newfield,1,6.0
10947,Sam Newfield (Sam Neufeld),1,3.5
10951,Sam Shepard,1,6.0
10007,Preston A. Whitmore II,1,6.0
10006,Prentice Penny,1,4.448744314032285
10004,Prayag Raj,1,8.0
10003,Prano Bailey-Bond,1,4.75
9980,Pino Caruso,1,4.0
9978,Ping He,1,8.0
10021,Queena Li,1,7.33
9948,Pierre Richard,1,6.0
9957,Pierre-Yves Borgeaud,1,8.0
9956,Pierre-Henry Salfati,1,5.5
9955,Pierre-François Martin-Laval,1,6.0
9954,Pierre Watrin,1,6.0
10999,Sandrine Rinaldi,1,6.0
9953,Pierre Thoretton,1,6.0
9952,Pierre Tchernia,1,7.0
11000,Sandrine Veysset,1,7.5
9950,Pierre Schoeller,1,6.33
11002,Sandro Bolchi,1,5.0
9947,Pierre Pinaud,1,6.0
10998,Sandrine Bonnaire,1,6.67
11003,Sandro Cecca,1,7.0
11004,Sandro Dionisio,1,7.0
9945,Pierre Lhomme,1,7.5
9944,Pierre Kast,1,6.0
11005,Sandro Franchina,1,7.0
9943,Pierre Jolivet,1,8.0
11006,Sandro Lucidi,1,2.75
11008,Sandro Petraglia,1,6.25
11009,Sandy Smolan,1,6.0
9940,Pierre Drouot,1,6.5
9959,Piet De Rycker,1,6.014577125274327
10997,Sandra Wollner,1,6.5
9977,Pina Bausch,1,8.0
9968,Pietro Lovato,1,2.984334659156849
9976,Pilar Palomero,1,7.0
10975,Samuel D. Pollard,1,5.004691928492179
9975,Pilar Fogliati,1,6.38
9973,Pil Gam-Sung,1,5.33
9972,Pietro Zuffi,1,3.33
9971,Pietro Sagliocco,1,5.560170042335245
9970,Pietro Reggiani,1,3.0
10977,Samuel Galli,1,7.0
10978,Samuel Gallu,1,6.5
10979,Samuel Gonzalez Jr.,1,5.088702018766412
10980,Samuel Jouy,1,6.0
9960,Pieter Jan Brugge,1,4.8
9967,Pietro Jona,1,3.0
10982,Samuel Newfield,1,3.67
10983,Samuel Theis,1,7.0
10984,Samuel Tourneux,1,4.0
10985,Samuel Weil,1,6.38
10986,Samuele Dalò,1,1.0
10990,Sanal Kumar Sasidharan,1,6.8
10992,Sandra Fierlinger,1,8.0
9962,Pieter van Rijn,1,5.55993529202683
9961,Pieter Kuijpers,1,7.67
10020,Qiwu Zang,1,7.8
10922,Salvatore Maira,1,4.33
11013,Sang-woo Lee,1,8.035051769763864
10870,Rä di Martino,1,5.33
10860,Ryan White,1,5.33
10861,Ryan Zaragoza,1,5.0
10862,Ryszard Bugajski,1,8.0
10863,Ryu Murakami,1,6.08
10864,Ryuchi Yagi,1,5.75
10076,Rainer Hoffmann,1,8.0
10867,Ryôtarô Makihara,1,5.374736795694406
10869,Ryûtarô Nakagawa,1,5.5
10073,Rahi Anil Barve,1,6.4
10072,Ragnar Bragason,1,6.0
10070,Raffaello Fusaro,1,4.3647342237580515
10859,Ryan Travis,1,1.0
10871,Régine Deforges,1,3.33
10875,Rémi Chayé,1,6.33
10876,Rémi Waterhouse,1,4.0
10068,Raffaele Rago,1,6.570407364580014
10877,Rémy Belvaux,1,6.2
10878,Róbert Koltai,1,5.0
10065,Raffaele Ferrante,1,2.0
10064,Raffaele Donato,1,3.0
10879,Rúnar Rúnarsson,1,6.0
10880,Rüdiger Suchsland,1,6.0
10081,Rajeev Dassani,1,4.81878918123451
10082,Rajkumar Hirani,1,8.5
10881,S. Craig Zahler,1,7.27
10848,Ryan Eslinger,1,5.0
10098,Ralph S. Singleton,1,5.67
10097,Ralph Portillo,1,4.0
10840,Ruth Platt,1,7.0
10095,Ralph Murphy,1,6.0
10094,Ralph Loop,1,6.0
10841,Ruud Schuurman,1,4.550167470398891
10842,Ruxandra Medrea,1,7.5
10844,Ryan Bellgardt,1,3.6235881129657317
10846,Ryan Craig,1,4.0
10847,Ryan Dewar,1,6.098821965856975
10850,Ryan Kruger,1,8.0
10858,Ryan Spindell,1,6.0
10851,Ryan Lee Driscoll,1,2.984334659156849
10853,Ryan Moody,1,3.0
10089,Ralph Etter,1,7.25
10088,Ralph Brown (Renato Polselli),1,2.0
10855,Ryan Phillippe,1,5.004457178183764
10856,Ryan Prows,1,4.0
10857,Ryan Schifrin,1,5.83
10086,Ralf Kukula,1,6.014811875582742
10085,Ralf Huettner,1,1.9742147120662872
10084,Ralf Gregan,1,6.0
10063,Raffaele Brunetti,1,6.0
10882,S. Fjeldmark,1,7.0
10921,Salvatore Basile,1,4.0
10909,Salka Tiziana,1,7.0
10904,Saela Davis,1,6.5
10040,Rachel Suissa,1,4.0
10039,Rachel Lears,1,5.5602874174894525
10038,Rachel Lang,1,6.33
10037,Rachel Lambert,1,6.5
10036,Rachel Griffiths,1,5.0
10034,Rachel Annette Helson,1,4.078582071675851
10905,Safy Nebbou,1,6.6
10906,Sahraa Karimi,1,5.0
10907,Saim Sadiq,1,5.5
10910,Sally El Hosaini,1,5.5
10042,Rachel Ward,1,4.449096439494908
10032,R.L. Thomas,1,6.0
10911,Sally Field,1,2.0
10913,Salome Alexi,1,6.5
10915,Salomé Jashi,1,6.67
10028,R. Michael Givens,1,3.624057613582562
10916,Salvador Calvo,1,6.5
10917,Salvador Espinosa,1,5.74489903805084
10918,Salvador García Ruiz,1,4.632769058822631
10919,Salvador Simó,1,7.67
10024,Quentin Reynaud,1,6.0
10903,Saeed Roustayi,1,8.0
10902,Sadrac González-Perellón,1,5.5
10883,S. Lee Pogostin,1,6.0
10892,Sabina Fedeli,1,7.0
10885,S.J. Chiro,1,6.570407364580014
10886,S.J. Clarkson,1,8.0
10061,Rafaël Cherkaski,1,9.0
10887,S.K. Dale,1,4.0
10888,S.R. Bindler,1,1.5
10889,S.V. Krishna Reddy,1,1.9743320872204948
10890,Saara Saarela,1,3.540047523308329
10059,Rafal Wieczynski,1,8.0
10891,Sabiha Sumar,1,8.0
10057,Rafael Portillo,1,6.0
10894,Sabrina Paravicini,1,4.0
10046,Rachid Hami,1,5.8
10056,Rafael Palacio Illingworth,1,4.0
10055,Rafael Eisenman,1,2.0
10895,Sabrina Podda,1,7.0
10054,Rafael Baledón,1,4.0
10053,Rafael Azcona,1,6.67
10052,Rae Rad,1,5.5
10051,Radu Muntean,1,7.0
10896,Sabrina Sarabi,1,4.67
10897,Sabu (II),1,7.67
10047,Radha Bharadwaj,1,6.0
11010,Sang Man Kim,1,8.0
11014,Santiago Alvarado Ilarri,1,6.0
9769,Peter Sheridan,1,7.0
9826,Philip Adrian Booth,1,3.5
9835,Philip J. Roth,1,4.0
11120,Sean Mathias,1,8.0
9834,Philip Haas,1,4.0
9833,Philip Gröning,1,6.85
9832,Philip Goodhew,1,6.0
11122,Sean McGinly,1,6.0
9831,Philip Gelatt,1,4.078582071675851
9830,Philip G. Atwell,1,5.11
11124,Sean Mewshaw,1,6.5
11129,Sean Stanek,1,3.0
11130,Sebastian Dehnhardt,1,8.0
11118,Sean Garrity,1,2.798314536744971
9824,Phil Volken,1,5.0
9823,Phil Tucker,1,6.0
9821,Phil Tippett,1,3.5
9820,Phil Sheerin,1,4.0
9819,Phil Rosen,1,8.0
9818,Phil Roman,1,8.0
9817,Phil Nibberlink,1,6.0
9816,Phil Morrison,1,6.6543000797000404
11133,Sebastian Hilger,1,5.86
11134,Sebastian Hofmann,1,5.74489903805084
11119,Sean Hanish,1,5.0043398030295565
11117,Sean Evans,1,6.75
9813,Phil Johnston,1,6.67
11104,Scott Z. Burns,1,6.33
9856,Philippe Bérenger,1,2.9842172840026415
11101,Scott Wheeler,1,2.158239456856635
11102,Scott Willis,1,8.0
9855,Philippe Blasband,1,7.0
9854,Philippe Aractingi,1,7.6
9853,Philippe Agostini,1,7.4
9852,Philippa Lowthorpe,1,6.0
11103,Scott Winant,1,4.0
9851,Philippa Karmel,1,8.0
9850,Philipp Yuryev,1,5.5
9848,Philipp Stennert,1,7.0
9839,Philip Moeller,1,7.664537401944808
9847,Philipp Leinemann,1,6.0
11105,Scott Zabielski,1,2.9844520343110568
9845,Philip Zanden,1,6.0
9844,Philip Yung,1,6.570407364580014
11108,Scud,1,7.0
9842,Philip Seymour Hoffman,1,5.0
11109,Seamus Murphy,1,7.5805273116705765
11113,Sean Cain,1,2.9839825336942263
9841,Philip Saville,1,6.0
11114,Sean Cisterna,1,7.479456280766592
11136,Sebastian Maulucci,1,4.0
11137,Sebastian Meise,1,7.0
9857,Philippe Caland,1,2.0
11171,Serge Mirzabekiantz,1,7.0
11160,Seok-hoon Lee,1,6.570407364580014
11161,Seong-Tae Lee,1,7.0
11162,Seong-hoon Kim,1,6.384974117939175
11163,Seong-yun Oh,1,6.67
9789,Peter Wellington,1,4.0
9788,Peter Weissflog,1,1.4182670976063916
11165,Serge Bourguignon,1,8.0
11166,Serge Bozon,1,5.33
11167,Serge Bromberg,1,7.5
11170,Serge Leroy,1,8.0
11174,Sergei Komarov,1,6.0
11158,Semën Aranovic,1,8.0
11177,Sergej Gerassimov,1,7.0
11179,Sergej Vasiliev,1,7.0
9776,Peter Stebbings,1,5.5
11181,Sergey Dvortsevoy,1,6.88
11183,Sergi Vizcaino,1,3.4
11184,Sergio Ammirata,1,3.33
11185,Sergio Assisi,1,4.5
11186,Sergio Barrejón,1,5.374736795694406
9772,Peter Sohn,1,6.11
9771,Peter Skerl,1,3.33
11159,Senkichi Taniguchi,1,4.8
11157,Semyon Gorov,1,3.9945719814016183
11138,Sebastian Mez,1,8.5
9802,Peyo,1,7.0
9811,Phil Hawkins,1,4.919625461830079
9808,Phil Dornfeld,1,4.3647342237580515
9807,Phil Claydon,1,4.0
11140,Sebastian Schipper,1,7.55
9805,Phedon Papamichael,1,2.0
9804,Phaim Bhuiyan,1,5.56
11141,Sebastian Vigg,1,3.623822863274147
11142,Sebastiano Riso,1,6.75
11143,Sebastiano Rizzo,1,2.0
11144,Sebastiano Sandro Ravagnani,1,2.0
11147,Sebastián Muñoz,1,7.75
11156,Semyon Aranovich,1,7.0
9800,Petra Epperlein,1,7.0
9799,Petra Costa,1,4.0
9798,Petra Biondina Volpe,1,8.0
9797,Petr Zelenka,1,9.0
9796,Petr Nikolaev,1,5.004691928492179
9795,Petr Kazda,1,7.67
9794,Peter von Bagh,1,7.0
9793,Peter Zinner,1,5.273783139944628
11150,Segundo de Chomón,1,7.479456280766592
11153,Selman Nacar,1,7.0
11100,Scott Weber,1,4.0
9858,Philippe Clair,1,3.67
9939,Pierre David,1,4.0
11044,Sarah Smith,1,6.56
9918,Pierluigi Faraldo,1,5.33
11036,Sarah Kelly,1,2.0
11037,Sarah Kernochan,1,4.0
11038,Sarah Kruchowski,1,3.0
9916,Piergiuseppe Zaia,1,2.89915081734054
11039,Sarah Maldoror,1,7.5
11040,Sarah Moon ,1,5.5
11042,Sarah Price,1,7.479456280766592
11043,Sarah Robertson,1,8.0
9912,Pierce Rafferty,1,7.67
11045,Sarah Spillane,1,6.014459750120119
9921,Piero Chiambretti,1,5.5
9909,Pier Giuseppe Murgia,1,3.6
11046,Sarah Suco,1,4.5
9907,Pier Giorgio Bellocchio,1,4.5
9905,Pier Francesco Boscaro dagli Ambrosi,1,3.0
11047,Sarah Watt,1,6.43
11049,Sasha Alessandra Carlesi,1,1.603700344247231
9903,Pier Belloni,1,4.734896466114486
11050,Satoko Yokohama,1,6.469336333676032
11051,Satoshi Kuwabara,1,2.0
9902,Piel Jutzi,1,8.0
9920,Piero Bargellini,1,8.0
9922,Piero Costa,1,4.0
9900,Phyllis Nagy,1,5.75
9931,Piero Sanna,1,8.0
11015,Santiago Amigorena,1,3.994337231093203
11016,Santiago Esteves,1,7.108941912947537
9938,Pierre Coré,1,3.0
11019,Santiago Palavecino,1,8.0
11020,Santiago San Miguel,1,4.0
11021,Santiago Segura,1,7.0
11022,Santiago Álvarez,1,8.5
9935,Pierre Aknine,1,4.0
11023,Santosh Sivan,1,5.088467268457997
9933,Piero Sciumè,1,3.0
11025,Sara Dosa,1,5.0
11033,Sarah Daggar-Nickson,1,5.0
11026,Sara Fgaier,1,6.469336333676032
11027,Sara Johnsen,1,8.0
9927,Piero Natoli,1,4.0
9926,Piero Messina,1,6.22
11028,Sara Pozzoli,1,8.0
11029,Sara Ristori,1,2.4288565453137845
11030,Sara Sugarman,1,4.5
9924,Piero Francisci,1,4.0
11031,Sara Summa,1,1.0
9923,Piero Cristofani,1,4.5
9901,Piccio Raffanini,1,1.5
11055,Saul Rubinek,1,7.0
11098,Scott Walker,1,5.44
9868,Philippe Grimond,1,6.67
9876,Philippe Lacote,1,7.25
11075,Scott Heming,1,6.014811875582742
11077,Scott Hillenbrand,1,4.0
9873,Philippe Haïm,1,5.0
9872,Philippe Harel,1,8.0
11079,Scott Levy,1,5.0
9871,Philippe Guillard,1,4.262254691003576
9870,Philippe Guedj,1,3.253543245763506
9869,Philippe Grégoire,1,5.33
11080,Scott Lew,1,6.0
11082,Scott Martin,1,1.973979961757872
11073,Scott Graham,1,7.75
9866,Philippe Godeau,1,5.0
11083,Scott McAboy,1,1.9742147120662872
11084,Scott McGehee,1,7.18
11086,Scott P. Levy,1,4.0
11087,Scott Reynolds,1,5.0
9863,Philippe Fourastié,1,8.0
11088,Scott Roberts,1,4.0
11089,Scott S. Anderson,1,3.0
11091,Scott Schirmer,1,7.023992821439642
11092,Scott Silver,1,4.67
11074,Scott Harper,1,1.5
9878,Philippe Leclerc,1,7.0
11056,Saul Swimmer,1,6.0
9891,Philippe Rousselot,1,5.0
11057,Sauro Scavolini,1,4.6
9898,Phuttiphong Aroonpheng,1,6.0
9896,Phillip J. Roth,1,2.5
11061,Saverio Smeriglio,1,3.624057613582562
9893,Philippe Van Leeuw,1,6.22
9892,Philippe Triboit,1,6.0
11062,Scandar Copti,1,7.67
11063,Scot McFadyen,1,6.0
11064,Scott Alexander,1,4.0
11065,Scott Beck,1,4.8
9890,Philippe Roure,1,3.253543245763506
11072,Scott Glosserman,1,4.0
9889,Philippe Rebbot,1,5.33
11066,Scott Belyea,1,6.570407364580014
9888,Philippe Muyl,1,6.67
9886,Philippe Monpontet,1,2.0
9885,Philippe Monnier,1,6.570407364580014
9884,Philippe Mechelen,1,5.0
11070,Scott Elliott,1,5.0
9881,Philippe Lesage,1,7.0
9880,Philippe Lellouche,1,3.623118612348901
9879,Philippe Lefebvre (II),1,7.5
10839,Ruth Orkin,1,8.0
10838,Rusty Cundieff,1,4.1
10837,Rustam Mosafir,1,5.088467268457997
10586,Roberto Baeli,1,2.0
10316,Richard Haydn,1,5.0
10314,Richard Governor,1,6.0
10312,Richard Gale,1,4.0
10578,Robert Zeme,1,8.0
10580,Robert-Adrian Pejo,1,6.0
10581,Roberta Findlay,1,5.0
10582,Roberta Orlandi,1,6.0
10310,Richard Friedman,1,6.0
10309,Richard Friedenberg,1,4.0
10308,Richard Franklyn,1,6.0
10587,Roberto Benabib,1,8.0
10319,Richard Jobson,1,6.0
10304,Richard E. Cunha,1,3.67
10590,Roberto Bontà Polito,1,5.0
10302,Richard Do,1,6.5
10301,Richard Dembo,1,7.33
10300,Richard Danus,1,6.0
10592,Roberto Capucci (II),1,3.0
10593,Roberto Castón,1,8.2
10595,Roberto D'Agostino,1,2.17
10597,Roberto De Feo,1,6.58
10598,Roberto Di Vito,1,3.540047523308329
10317,Richard Heffron,1,5.0
10320,Richard Kean (Osvaldo Civirani),1,4.0
10297,Richard Crudo,1,4.0
10561,Robert Thalheim,1,4.633708060056292
10336,Richard Oswald,1,8.67
10548,Robert Sarkies,1,6.0
10335,Richard Middleton,1,4.263663192854067
10551,Robert Sedlácek,1,3.67
10553,Robert Sigl,1,6.0
10555,Robert Smigel,1,5.5
10556,Robert Sparr,1,7.5
10557,Robert Stevenhagen,1,6.0
10558,Robert Stevens,1,5.0
10560,Robert Taylor,1,6.0
10564,Robert Van Ackeren,1,4.0
10574,Robert Young,1,5.33
10565,Robert Vernay,1,4.634177560673122
10328,Richard Levine,1,4.548524218239984
10567,Robert Vincent O'Neil,1,6.0
10568,Robert Vip (Joe D'Amato),1,4.0
10326,Richard Laxton,1,5.0
10569,Robert Walker,1,7.0
10570,Robert Webb,1,4.0
10323,Richard L. Bare,1,6.0
10322,Richard Kwietniowski,1,6.0
10572,Robert Wilson I,1,4.0
10599,Roberto Dordit,1,6.0
10600,Roberto Doveris,1,7.0
10547,Robert Saitzyk,1,2.0
10635,Robin Mahoney,1,3.9942198559389954
10625,Roberto Torelli,1,6.0
10626,Roberto Zazzara,1,3.6
10276,Rich Thorne,1,4.0
10629,Robin Aubert,1,7.25
10630,Robin Bissell,1,6.33
10631,Robin Budd,1,5.5
10632,Robin Campillo,1,8.0
10633,Robin Hardy,1,7.6
10634,Robin Hays,1,3.9945719814016183
10272,Riccardo Valsecchi,1,6.0
10271,Riccardo Spinotti,1,3.0
10277,Rich Wilkes,1,4.0
10636,Robin Nations,1,6.014577125274327
10637,Robin Spry,1,6.0
10638,Robin Steele,1,3.0
10269,Riccardo Russo,1,5.644297507763685
10268,Riccardo Rossi,1,4.63
10640,Rocco Cesareo,1,3.75
10643,Rocco Ricciardulli,1,4.5
10266,Riccardo Papa,1,4.0
10645,Rocky Soraya,1,5.644297507763685
10646,Rocío Caliri,1,4.0
10624,Roberto Sneider,1,6.0
10279,Richard Alan Greenberg,1,4.0
