,directors_list,num_appearances,avg_critics_vote
4480,Gianni Siragusa,3,1.6666666666666667
5731,Jean-François Laguionie,3,7.166666666666667
5701,Jean Herman,3,5.733333333333333
2467,Damian Lee,3,4.333333333333333
4495,Gil Rossellini,3,7.489778777892011
10666,Rodrigo Cortés,3,6.086666666666666
9541,Paul Bogart,3,6.890000000000001
5711,Jean de Segonzac,3,4.833333333333333
9537,Paul Andrew Williams,3,7.333333333333333
8253,Matt Bettinelli-Olpin,3,5.973333333333334
6859,Keiichi Hara,3,6.759553227039473
10250,Ricardo Blasco,3,4.0
12145,Tomm Moore,3,7.293333333333333
4487,Gideon Raff,3,5.448270625194247
8117,Martin Davidson,3,6.0
7337,Lew Landers,3,6.0
4189,Gabriele Pignotta,3,4.08627715883346
3779,Felice Farina,3,6.239999999999999
12466,Vincenzo Rigo,3,2.6933333333333334
782,Andrey Volgin,3,3.657552331960211
3794,Fenton Bailey,3,6.033333333333334
6864,Keith Gordon,3,5.333333333333333
10642,Rocco Papaleo,3,5.96
12455,Vincenzo Alfieri,3,5.166666666666667
9488,Pat Williams,3,5.129771306989578
3901,Francesco Amato,3,5.11
5807,Jeff Lieberman,3,5.45
10267,Riccardo Pazzaglia,3,4.223333333333334
6760,Kaouther Ben Hania,3,5.123032146498303
8599,Michael Mayer,3,3.8246991123040264
5812,Jeff Nichols,3,7.773333333333333
4457,Gianluigi Calderone,3,4.61
11,AA.VV.,3,6.746802454860005
3802,Ferdinando Vicentini Orgnani,3,5.276666666666666
2343,Corneliu Porumboiu,3,6.45
12452,Vincent Ward,3,5.53
11523,Stefano Savona,3,5.8
2366,Craig Brewer,3,6.293333333333333
783,Andrzej Bartkowiak,3,4.91
4461,Gianni Amico,3,6.0
3782,Felix Chong,3,5.692782440455812
5766,Jean-Pierre Améris,3,6.546666666666667
2399,Cristian di Mattia,3,5.3608565830809285
3785,Felix Feist,3,6.666666666666667
3786,Felix Fuchssteiner,3,5.003635552104311
10404,Ritesh Batra,3,5.946666666666666
4466,Gianni Costantino,3,3.75
2386,Craig Shapiro,3,2.6666666666666665
7879,Marcos Siega,3,5.4433333333333325
794,André Delvaux,3,6.316666666666666
9500,Patricia Rozema,3,4.8566666666666665
1250,Beeban Kidron,3,4.976666666666667
12183,Tony Cervone,3,5.341202952265355
3791,Felix Van Groeningen,3,6.333333333333333
803,André Øvredal,3,5.56
2471,Damiano D'Innocenzo,3,6.323333333333333
2474,Damien Chazelle,3,6.3566666666666665
7288,Leonardo De Mitri,3,4.61
9601,Paul Solet,3,4.833333333333333
9615,Paul Weiland,3,5.333333333333333
8550,Michael Haigney,3,4.056666666666667
10683,Roger Christian,3,3.8928540769683018
714,Andrew Adamson,3,4.87
6835,Katrin Gebbe,3,5.833333333333333
2558,Daniel Myrick,3,3.6666666666666665
1265,Ben Meyerson,3,5.980965031742471
718,Andrew Birkin,3,5.2
5697,Jean Epstein,3,9.026666666666666
8553,Michael Hegner,3,5.833333333333333
2550,Daniel Lee,3,6.5
5611,Jared Hess,3,6.683333333333334
5615,Jaromil Jires,3,7.333333333333333
2546,Daniel Haller,3,4.468220571935357
4179,Gabriela Tagliavini,3,5.14969881316497
5616,Jasmila Zbanic,3,6.476666666666667
6836,Katsuhiro Otomo,3,7.723333333333334
707,Andrei Ujica,3,7.390000000000001
2571,Daniel Scheinert,3,6.103469121526672
9624,Paula van der Oest,3,6.0
1271,Ben Sharpsteen,3,8.396666666666667
4522,Gino Mangini,3,3.8333333333333335
10413,Rob Epstein,3,7.226666666666667
7389,Lionel Bailliu,3,4.6527208887679015
7385,Lino Del Fra,3,6.109999999999999
6851,Kazuya Shiraishi,3,6.223333333333334
12166,Tomàs Gutiérrez Alea,3,7.726842437223525
9636,Pearry Reginald Teo,3,2.9838651585400187
8263,Matt Eskandari,3,3.7849095247151907
6844,Kazuchika Kise,3,7.360136645505456
702,Andreas Pichler,3,6.776666666666666
6838,Katt Shea,3,5.094556112242259
5571,Jan Komasa,3,6.503333333333333
9629,Pavel Lungin,3,7.666666666666667
5576,Jan Nemec,3,8.333333333333334
10679,Roger A. Fratter,3,5.155887080778722
724,Andrew Cymek,3,5.891228836206918
9588,Paul Planchon,3,3.6915556760060917
5660,Javier Seto,3,5.585123703534674
9566,Paul Hyett,3,5.4148098458113365
204,Alan Clarke,3,7.501267075889619
11436,Sophie Deraspe,3,6.333333333333333
10431,Rob Schmidt,3,5.141446601009853
2498,Dan Gilroy,3,6.53
1259,Ben Falcone,3,3.0
10672,Rodrigo Plá,3,7.1433333333333335
6809,Kasi Lemmons,3,5.286666666666666
11441,Sophie Marceau,3,4.017285927502826
12496,Vittorio Metz,3,5.223333333333334
1306,Benoît Délepine,3,6.22
8560,Michael J. Bassett,3,5.416666666666667
10246,Rhys Thomas,3,5.521620656942475
1257,Ben Demaree,3,2.5022447886881296
12488,Vito Zagarrio,3,5.766666666666667
2506,Dan Mazer,3,6.103333333333333
2509,Dan Reed,3,6.0
9586,Paul Newman,3,7.3999999999999995
1301,Bennett Miller,3,7.023333333333333
8555,Michael Herbig,3,5.333333333333333
12155,Tommy Lee Wallace,3,4.333333333333333
9582,Paul Michael Glaser,3,5.083333333333333
2528,Daniel Auteuil,3,7.333333333333333
6816,Kat Coiro,3,4.172757413826367
2523,Dania Pasquini,3,4.0
2522,Dani de la Torre,3,6.3999999999999995
3740,Fariborz Kamkari,3,6.5566666666666675
1297,Benjamin Rocher,3,5.726666666666667
9574,Paul Marcus,3,5.719624877679337
10408,Roar Uthaug,3,4.806666666666667
2517,Dana Ranga,3,7.333333333333333
12497,Vittorio Moroni,3,6.666666666666667
9569,Paul Landres,3,5.333333333333333
11426,Sondra Locke,3,7.066666666666666
7884,Marcus Nispel,3,4.39644690014891
5805,Jeff Kanew,3,5.9433333333333325
12448,Vincent Paronnaud,3,6.723333333333334
11619,Steve James,3,7.166666666666667
12192,Tony Goldwyn,3,4.93
6699,Justin Kurzel,3,6.5
2192,Ciro De Caro,3,5.580000000000001
871,Anna Maria Tatò,3,5.317940954424716
11623,Steve Martino,3,6.12
11624,Steve McQueen (I),3,6.989999999999999
1230,Barry Shear,3,3.6666666666666665
2183,Ciaran Foy,3,6.140000000000001
11628,Steve Pink,3,4.598377072140967
11629,Steve Purcell,3,4.873333333333334
876,Anna Negri,3,5.3999999999999995
5956,Jim Fall,3,3.6266833650815613
10295,Richard Claus,3,5.338231500142844
3874,Folco Quilici,3,5.75
10298,Richard Curtis,3,6.793333333333333
8974,Nadine Trintignant,3,6.0
4207,Garin Nugroho,3,7.166666666666667
2169,Chuan Lu,3,5.146208122313908
3863,Florian Froschmayer,3,4.420819200710344
11605,Steve Buscemi,3,5.666666666666667
7254,Leigh Janiak,3,5.876666666666668
12191,Tony Gilroy,3,6.260000000000001
3852,Flavio Calzavara,3,3.5
9420,Paolo Heusch,3,5.863333333333333
10610,Roberto Minervini,3,6.859999999999999
1379,Bill Melendez,3,6.833333333333333
2220,Claude Goretta,3,7.203333333333333
5932,Jessie Nelson,3,5.916666666666667
10287,Richard Boddington,3,5.066190010294573
2208,Clare Niederpruem,3,3.5285561877342873
863,Anna Di Francisca,3,3.5
12821,YouNuts!,3,4.010000000000001
3861,Florian Baxmeyer,3,3.3595273572252835
6710,Justine Triet,3,6.75
7228,Lee Daniels,3,6.043333333333333
4392,Giacomo Ciarrapico,3,6.723333333333334
8968,Nadeem Soumah,3,4.886678494172066
11652,Steven Kostanski,3,5.240016698414895
4380,Gerd Oswald,3,6.0
9373,P.J. Hogan,3,7.523333333333333
8214,Massimo Gaudioso,3,5.010000000000001
11662,Steven Robman,3,4.666666666666667
9366,Owen Hurley,3,5.166666666666667
6016,Joachim Trier,3,5.896666666666666
6020,Joan Micklin Silver,3,4.916666666666667
7211,Lawrence Schiller,3,6.666666666666667
6685,Just Jaeckin,3,5.916666666666667
1406,Blair Hayes,3,3.4193334746490898
2110,Christophe Barratier,3,5.571133600598632
2109,Christoph Schrewe,3,3.331406618646332
6024,Joanna Hogg,3,5.819738795528489
12199,Tony Mordente,3,3.0
2102,Christine Kabisch,3,3.440590206680126
4211,Garth Jennings,3,6.053333333333334
12102,Tom Hooper,3,7.163333333333334
5972,Jim McBride,3,6.82
1396,Billy Ray,3,6.646666666666667
5973,Jim Mickle,3,6.096666666666667
9395,Panna Rittikrai,3,4.436301328150788
2163,Christopher Smith,3,4.869527357225284
11640,Steven C. Miller,3,3.7846356493553728
9393,Pan Nalin,3,5.523429996475269
9390,Paddy Breathnach,3,6.05
5981,Jim Stenstrum,3,6.333333333333333
2153,Christopher Morahan,3,5.699607321952325
5986,Jim Wilson,3,5.256055079413352
153,Aisling Walsh,3,6.843333333333334
885,Annarosa Morri,3,6.9433333333333325
12409,Victor Kossakovsky,3,6.390000000000001
10299,Richard Dale,3,6.666666666666667
5991,Jimmy Hayward,3,6.433333333333334
6690,Justin Chadwick,3,6.333333333333333
2234,Claudia Llosa,3,6.6933333333333325
4060,Frank Tuttle,3,7.4433333333333325
11600,Steve Barnett,3,3.806128157586867
2317,Colin Minihan,3,5.2514382447387185
4133,Fruit Chan,3,7.366666666666667
4427,Gianfrancesco Lazotti,3,4.0
8240,Mathieu Amalric,3,6.5566666666666675
839,Angelina Jolie,3,5.5633333333333335
9439,Paolo Spinola,3,5.6933333333333325
8955,Mélanie Laurent,3,6.166666666666667
6874,Kelly Asbury,3,5.836666666666666
3813,Fernando Eimbcke,3,5.272820708195096
9455,Parkpoom Wongpoom,3,5.213333333333334
11568,Stephen Kay,3,4.461446601009852
11550,Stephen Chbosky,3,5.59
4138,Frédéric Fonteyne,3,6.1000000000000005
5862,Jeong-beom Lee,3,6.277867018939084
1239,Bartosz M. Kowalski,3,5.214687585818424
4445,Gianluca Ansanelli,3,4.489999999999999
9457,Pascal Bonitzer,3,7.0566666666666675
10628,Roberts Gannaway,3,4.223333333333334
7888,Marek Kanievska,3,6.02
176,Alain Berbérian,3,3.89
11562,Stephen Gyllenhaal,3,5.7264336590390705
10444,Robert Allan Ackerman,3,5.0
11561,Stephen Gaghan,3,5.640000000000001
11552,Stephen Chow,3,6.351401149458721
3821,Fernando Meirelles,3,6.186666666666667
10274,Rich Moore,3,6.986666666666667
6738,Kaare Andrews,3,4.204606763779264
1351,Betty Thomas,3,3.6666666666666665
12436,Vincent Gallo,3,6.761644798203219
2267,Claudio Noce,3,4.9366666666666665
2320,Colin Trevorrow,3,5.46
8934,Mort Nathan,3,3.4166666666666665
8966,Nadav Lapid,3,6.6000000000000005
7257,Leigh Whannell,3,5.34
2334,Conrad Vernon,3,5.676666666666667
4205,Gareth Evans,3,6.859999999999999
9429,Paolo Pietrangeli,3,4.14
5911,Jesse Dylan,3,5.826666666666667
6723,Jérôme Salle,3,3.8000000000000003
2250,Claudio Cupellini,3,5.846666666666667
2251,Claudio De Molinis,3,3.456666666666667
8959,Nabil Ayouch,3,6.346666666666667
3808,Fernando Arrabal,3,6.5566666666666675
7261,Lello Arena,3,3.9433333333333334
2258,Claudio Gora,3,5.333333333333333
6728,Jörg Grünler,3,3.321158683341244
4423,Giancarlo Soldi,3,5.5566666666666675
11554,Stephen Daldry,3,6.896666666666667
5830,Jeffrey Friedman,3,7.226666666666667
10282,Richard Bartlett,3,6.333333333333333
9473,Pasquale Falcone,3,2.874768176880163
2328,Conor Allyn,3,4.084112551680158
8069,Mark Roper,2,4.719488246202173
8068,Mark Romanek,2,6.9350000000000005
10399,Rino Di Silvestro,2,2.75
4774,Gregory Dark,2,4.085
8346,Mattia De Pascali,2,4.5
8127,Martin Hodara,2,6.2
8145,Martin Weisz,2,3.785
4750,Greg Berlanti,2,6.0
4251,Gavin Wiesen,2,4.1
10090,Ralph Fiennes,2,6.265000000000001
4768,Gregg Bishop,2,4.1
4730,Graham Baker,2,4.625
4216,Gary David Goldberg,2,5.1
4196,Gail Harvey,2,5.049410982928487
10403,Rita Azevedo Gomes,2,4.726894183993544
7746,Manuel Pradal,2,5.835
7737,Manu Boyer,2,4.819082619120029
10382,Rick Jacobson,2,4.885
4210,Garth Davis,2,6.34
4178,Gabriela Cowperthwaite,2,5.8
7712,Malcolm Venville,2,6.0
4187,Gabriele Mainetti,2,7.08
4204,Gareth Edwards,2,6.855
10091,Ralph Habib,2,6.0
4770,Gregor Jordan,2,6.25
4761,Greg Spence,2,4.665
4186,Gabriele Lavia,2,2.875
4223,Gary Jones,2,2.677013700448226
10079,Raja Amari,2,8.0
10108,Ramon Zürcher,2,6.1
10100,Ralph Zondag,2,5.9
8048,Mark Lamprell,2,4.219488246202173
4235,Gary Trousdale,2,6.385
4234,Gary Sinise,2,6.125
8050,Mark Levin,2,5.125
7733,Manny Coto,2,4.335
8126,Martin Herbert (Alberto De Martino),2,3.915
4192,Gaby Dellal,2,5.0
4785,Gregory Plotkin,2,4.404999999999999
4762,Greg Strause,2,3.995
8112,Martin Bell,2,6.0
10083,Rakeysh Omprakash Mehra,2,6.75
4763,Greg Tiernan,2,5.335
10389,Rick Stevenson,2,6.0
8043,Mark Joffe,2,6.0
8124,Martin Guigui,2,2.8159737163715888
10111,Ranald MacDougall,2,6.5
4183,Gabriele Crisanti,2,5.0
4181,Gabriele Albanesi,2,4.785
10093,Ralph Levy,2,6.25
7743,Manuel Martín Cuenca,2,7.5
10231,René Laloux,2,7.997194907052245
10369,Richard Wenk,2,5.835
10275,Rich Newey,2,5.189596986939085
4424,Giancarlo Zagni,2,5.335
4588,Giovanni Pastrone,2,7.93
8236,Mateo Zoni,2,7.517525884881932
7894,Marguerite Duras,2,8.0
7818,Marcio Garcia,2,4.687427085424307
4435,Gianfranco De Bosio,2,6.115
4585,Giovanni Maderna,2,6.502287276668985
4584,Giovanni La Parola,2,6.145
4441,Gianfranco Piccioli,2,3.25
4582,Giovanni Galletta,2,4.25
10117,Randall Emmett,2,3.165
7820,Marco Amenta,2,7.25
8245,Mathieu Turi,2,3.4
10273,Rich Cowan,2,4.75
7885,Marcus O. Rosenmüller,2,6.014635812851431
4448,Gianluca De Serio,2,5.720000000000001
4451,Gianluca Mangiasciutti,2,4.835
4455,Gianluca Sodaro,2,3.875
10204,Renato Savino,2,5.415
10075,Rainer Frimmel,2,7.625
4422,Giancarlo Scarchilli,2,4.75
4421,Giancarlo Santi,2,4.4
8280,Matt Thompson,2,5.5
4420,Giancarlo Romitelli,2,3.25
4386,Gerry Lively,2,4.0
7921,Mariangela Barbanente,2,7.0
4387,Gia Coppola,2,5.465
4390,Giacomo Campeotto,2,4.0
8223,Massimo Natale,2,5.4399999999999995
10294,Richard Clabaugh,2,2.75
4402,Giampaolo Lomi,2,2.75
4403,Giampaolo Morelli,2,5.25
7910,Maria Schrader,2,6.335
8227,Massimo Pupillo,2,3.625
4407,Gian Paolo Callegari,2,3.75
8228,Massimo Scaglione,2,4.5
7906,Maria Peters,2,6.469815302851393
10285,Richard Berry,2,6.5
4414,Giancarlo Bocchi,2,6.5
8233,Mat Whitecross,2,4.75
4417,Giancarlo Fontana,2,4.12
4418,Giancarlo Giannini,2,3.585
4419,Giancarlo Rolandi,2,4.5
7880,Marcus Adams,2,4.7
4573,Giovanni Cioni,2,5.0
10265,Riccardo Paoletti,2,4.25
4508,Gilles Lellouche,2,5.34
7833,Marco Colli,2,5.502228589091882
8256,Matt Codd,2,4.182073673993507
7834,Marco Costa,2,3.5
10241,Reza S. Badiyi,2,5.0
7857,Marco Mazzieri,2,7.0
4536,Giorgio Bruno,2,3.6773071383337452
4513,Gilles de Maistre,2,4.2
7838,Marco Danieli,2,5.395
7855,Marco Martinelli,2,2.933916518859065
7840,Marco Dutra,2,7.415
7844,Marco Filiberti,2,7.43
4532,Giorgio Ansoldi,2,3.5
8261,Matt Drummond,2,3.1266542477275454
4531,Giorgio Amato,2,6.04
4529,Giorgia Farina,2,5.415
7850,Marco Limberti,2,3.0
4528,Giorgia Cecere,2,5.8
7849,Marco Leto,2,5.5
10232,René Manzor,2,4.0
8274,Matt Ross,2,7.1899999999999995
10225,René Cardona,2,3.5
4569,Giovanni Aloi,2,5.5
10242,Rezo Chkheidze,2,7.835
4567,Giovanna Taviani,2,5.785203682290007
10262,Riccardo Grandi,2,4.335
4469,Gianni Da Campo,2,6.75
8250,Matt Angel,2,3.5
10218,Renzo Arbore,2,5.455
4476,Gianni Narzisi,2,3.5
4477,Gianni Pacinotti (Gipi),2,6.335
4551,Giorgio Pasotti,2,4.46
10219,Renzo Carbonera,2,6.0
4548,Giorgio Molteni,2,3.5
4547,Giorgio Mariuzzo,2,2.835
7829,Marco Cassini,2,3.25
4491,Gigi Saul Guerrero,2,3.5
4494,Gil Kenan,2,6.792274742262285
10247,Riad Sattouf,2,6.625
4502,Giles Alderson,2,3.75
4504,Giles Foster,2,3.812028806791281
4505,Gilles Bourdos,2,6.35
4540,Giorgio Cristallini,2,2.835
4382,Germaine Dulac,2,7.665
8210,Massimo Donati,2,7.75
7802,Marcello Cesena,2,4.825
8157,Martyn Burke,2,4.0
4278,Geoffrey Reeve,2,5.0
7766,Marc Fitoussi,2,6.1
4695,Gloria Behrens,2,4.2144282726568925
4694,Glenn Standring,2,4.335
4693,Glenn Leyburn,2,5.822090066304739
4285,Georg Tressler,2,6.0
8165,Mary McGuckian,2,5.335
10354,Richard Schlesinger,2,4.457333471924263
4691,Glenn Gordon Caron,2,5.0
4290,George B. Seitz,2,6.234668166838016
10137,Rasmus A. Sivertsen,2,3.5
4680,Glauco Pellegrini,2,5.5
8310,Matthew Hastings,2,3.5
8307,Matthew Chapman,2,6.355
10352,Richard Schenkman,2,3.94
8177,Masaharu Okuwaki,2,6.5
10350,Richard Sale,2,6.165
8306,Matthew Bright,2,5.5
10147,Ray Austin,2,5.75
10131,Raoul W. Heimrich,2,5.0
4701,Gonzalo López-Gallego,2,2.5
8305,Matthew Barney,2,5.875
8024,Mark Donskoj,2,8.0
4258,Gene Fowler jr.,2,6.25
8324,Matthew Ross,2,5.0
8036,Mark Goldblatt,2,4.085
7752,Mar Targarona,2,4.415
4725,Gracia Querejeta,2,6.25
4261,Gene Nelson,2,5.0
10118,Randall Miller,2,5.375
4723,Gower Champion,2,6.0
10119,Randall Wallace,2,4.585
4262,Gene Quintano,2,6.0
4264,Gene Stupnitsky,2,6.0
7754,Marc Abraham,2,6.885
4712,Gordon Parks,2,5.5
4710,Gordon Flemyng,2,6.335
7762,Marc Evans,2,7.145
10364,Richard Tuggle,2,6.425
8155,Marty Feldman,2,5.5
8156,Marty Weiss,2,4.636891569972314
10129,Raoul Peck,2,7.1899999999999995
10148,Ray Burdis,2,2.9843933467339525
4664,Giuseppe Petitto,2,5.25
4373,Gerard McMurray,2,4.152030092759457
4643,Giuseppe Fatigati,2,4.0
7945,Marina Zenovich,2,6.25
4639,Giuseppe Capotondi,2,5.9399999999999995
4637,Giuseppe Bonito,2,7.29
7795,Marcel Sarmiento,2,4.35
8202,Massimiliano Zanin,2,6.165
7796,Marcel Walz,2,3.26490510053178
7940,Marielle Heller,2,6.95
8204,Massimo Cappelli,2,2.665
4349,George Waggner,2,6.05
10325,Richard Lang,2,4.0
10324,Richard Lagravenese,2,6.0
8206,Massimo Coglitore,2,3.335
10318,Richard J. Lewis,2,5.0
10315,Richard Gray,2,5.5
7936,Marie-Castille Mention-Schaar,2,5.9
4633,Giuseppe Amato,2,4.555
7934,Marie Pérennou,2,6.065
4369,Gerard Johnson,2,5.502228589091882
4370,Gerard Johnstone,2,5.8
7793,Marcel Ophüls,2,7.625
8199,Massimiliano De Serio,2,5.720000000000001
7992,Mario Sesti,2,5.374173660683718
10331,Richard Lowenstein,2,5.15
8180,Masahiro Makino,2,7.512465911336651
4309,George Huang,2,6.0
10341,Richard Pottier,2,4.5
8186,Masato Harada,2,6.5
4659,Giuseppe Masini,2,5.25
4658,Giuseppe Maria Scotese,2,2.665
10155,Ray Milland,2,6.284734181673176
7981,Mario Morra,2,5.035
8188,Masayuki,2,5.9399999999999995
4319,George Melford,2,5.25
4653,Giuseppe Lipartiti,2,3.5
7974,Mario Maffei,2,3.665
4326,George Nolfi,2,5.925
8300,Matteo Vicino,2,3.7750250476223415
4649,Giuseppe Gagliardi,2,6.665
4648,Giuseppe G. Stasi,2,4.12
4332,George Pollock,2,6.165
7963,Mario Chiari,2,5.0
7960,Mario Camus,2,4.665
4458,Giannetto De Rossi,2,3.375
8869,Miranda July,2,5.79
4791,Greta Gerwig,2,5.675
6099,Joel Soisson,2,5.182367111879026
6106,Joey Travolta,2,5.0
9306,Olivier Ducastel,2,7.05
9304,Olivier Baroux,2,5.786845395610851
7173,Laura Poitras,2,6.625
9300,Olivier Abbou,2,6.0
6116,Johannes Nyholm,2,7.5
6121,John A. Davis,2,5.285
6123,John Alexander,2,4.822031378727635
9293,Oliver Schmitz,2,5.285144994712903
6132,John Bonito,2,3.585
7170,Laura Mañá,2,5.5
6138,John Bruno,2,5.4
7165,Laura Chiossone,2,5.635
6143,John Cameron Mitchell,2,6.01
7164,Laura Bispuri,2,6.535
7159,Laura Bagnoli,2,7.625
7158,Laura Amelia Guzman,2,6.5
6151,John Cornell,2,4.0
8687,Michael Winnick,2,3.631420783387307
6100,Joel Souza,2,5.474548219747454
8672,Michael Tolkin,2,5.285203682290007
7150,Lars Kraume,2,7.6
9317,Olle Hellbom,2,6.0
7205,Lawrence Guterman,2,3.9000000000000004
7204,Lawrence Fowler,2,3.165
7201,Lauro Chartrand,2,4.867330857903035
7200,Laurie Lynd,2,3.7849102444044878
9353,Ottavio Alessi,2,4.6850000000000005
7199,Laurie Collyer,2,5.25
8659,Michael Snow,2,8.035
4172,Gabriel Mascaro,2,5.835
8662,Michael Steiner,2,7.25
6058,Joe Kane,2,6.0
6060,Joe Lynch,2,5.714410982928488
6063,Joe May,2,7.0
6064,Joe Menendez,2,5.787373583804785
7190,Laurent Bouzereau,2,6.720000000000001
9333,Orlando Corradi,2,3.165
6070,Joe Pytka,2,5.09
7182,Lauren Montgomery,2,4.0
6075,Joe Sichta,2,5.0
6090,Joel Hopkins,2,4.0
9279,Oliver Blackburn,2,5.585
6169,John Fawcett,2,6.165
8651,Michael Schroeder,2,5.5
6228,John Luessenhop,2,4.1
8719,Michel Piccoli,2,7.0
8720,Michel Poulette,2,5.779791583282103
6239,John Maybury,2,5.82
9245,Norton Virgien,2,5.9971686155466015
6245,John Michael McDonagh,2,6.62
8722,Michel Such,2,6.0
9241,Norman René,2,5.5
9239,Norman McLeod,2,7.645
7091,Kyle Newman,2,6.0
9234,Norman Ferguson,2,7.32
8728,Michelangelo Frammartino,2,7.775
7087,Kyle Balda,2,5.615
7081,Kwang-Hyun Park,2,6.25
8735,Michele Mally,2,4.2144282726568925
8736,Michele Manzolini,2,7.335
9223,Nora Fingscheidt,2,7.047268700972404
9221,Nonzee Nimibutr,2,4.415
8738,Michele Mellara,2,6.835
9216,Noel Cleary,2,5.323907842356894
6229,John Lyde,2,5.879796769239687
7112,Lajos Koltai,2,6.0
8689,Michael Wotruba (Aristide Massaccesi),2,3.46
6227,John Lounsbery,2,6.8100000000000005
7141,Larry Latham,2,6.0
8694,Michail K. Kalatozov,2,7.325
6178,John G. Blystone,2,6.007347250214267
6186,John H. Auer,2,6.512407223759547
6188,John Halas,2,7.1899999999999995
6190,John Harrison,2,5.5
9269,Olatunde Osunsanmi,2,5.21
6192,John Henderson,2,7.035
6194,John Hillcoat,2,6.66
9268,Olaf de Fleur Johannesson,2,4.819258681851339
9267,Olaf Kreinsen,2,3.2111273875866635
9266,Ola Solum,2,5.5
8702,Michaël Youn,2,3.345496930581576
8705,Michel Blanc,2,7.145
6205,John Kafka,2,5.0
6214,John L. Spencer,2,6.75
8706,Michel Boisrond,2,6.335
9257,Obin Olson,2,2.6492159559495896
6222,John Leguizamo,2,5.5
6023,Joann Sfar,2,9.0
8648,Michael Sarne,2,4.622109927969498
6294,John Stevenson,2,5.716795342451042
8614,Michael O. Sajbel,2,5.0
5870,Jeremy Degruson,2,5.665
7270,Lenny Abrahamson,2,7.46
5878,Jeremy Lovering,2,6.964872704460319
5882,Jeremy Sims,2,6.25
5885,Jerrold Freedman,2,6.0
8618,Michael Patrick Jann,2,5.75
7264,Len Wiseman,2,5.970000000000001
8619,Michael Patrick King,2,3.335
5896,Jerry Rees,2,7.25
5899,Jerry Thorpe,2,5.0
5902,Jerzy Kawalerowicz,2,7.875
8622,Michael Pearce (II),2,6.17
8623,Michael Perrotta,2,5.7296081932927345
5904,Jerzy Stuhr,2,6.1
5905,Jesper Ganslandt,2,6.25
5908,Jess Franco,2,4.96
9430,Paolo Pisanelli,2,7.512407223759547
9428,Paolo Nuzzi,2,6.54
5916,Jesse James Miller,2,3.4893359451250263
9456,Pascal Arnold,2,8.085
8612,Michael O'Herlihy,2,5.0
5918,Jesse Peretz,2,6.25
5860,Jens Lien,2,6.0
9477,Pasquale Pozzessere,2,4.75
9476,Pasquale Petrolo,2,4.390000000000001
7283,Leonard Keigel,2,6.165
5825,Jeff Zimbalist,2,7.0
8607,Michael Mohan,2,5.75
5833,Jeffrey Hornaday,2,4.0
5834,Jeffrey Lau,2,6.445085021167623
5835,Jeffrey Nachmanoff,2,4.75
5838,Jehane Noujaim,2,7.377450804993597
5839,Jem Garrard,2,5.273607077213319
5840,Jen Soska,2,4.372227303123705
5844,Jennifer Baichwal,2,7.585
9466,Pascal Thomas,2,6.5
5848,Jennifer Kaytin Robinson,2,4.519730323768646
5849,Jennifer Kent,2,6.1850000000000005
5851,Jennifer Lynch,2,5.0649999999999995
5854,Jennifer Yuh,2,6.085
9460,Pascal Elbé,2,6.0
5858,Jens Hoffmann,2,3.623822863274147
9426,Paolo Moffa,2,4.165
7255,Leigh Jason,2,6.2
9368,Oz Perkins,2,5.585
5957,Jim Field Smith,2,5.415
5959,Jim Gillespie,2,4.984999999999999
5962,Jim Henson,2,7.425
9397,Panos H. Koutras,2,5.75
5971,Jim Malone,2,2.0
7227,Lee Cronin,2,5.9
5982,Jim Strouse,2,5.602233775049465
9387,Paco Cabezas,2,6.0
7223,Leandro Castellani,2,3.165
7220,LeVar Burton,2,6.0
5990,Jimmy Chin,2,6.155085021167622
9383,Pablo Parés,2,3.5
5994,Jimmy Sangster,2,5.5
8645,Michael Rowitz,2,5.131831596427034
9379,Pablo Giorgelli,2,6.25
9377,Pablo Berger,2,6.96
9376,Pablo Benedetti,2,5.0
6007,Jo Baier,2,6.0696681668380155
9371,P. J. Pesce,2,5.5
7218,Laís Bodanzky,2,6.0
7229,Lee Demarbre,2,3.5
5955,Jim Drake,2,5.375
9425,Paolo Modugno,2,4.5
5954,Jim Donovan,2,4.170594444071025
5926,Jessica Janos,2,5.37479548327151
8625,Michael Pfleghar,2,5.997285990700809
7252,Leif Magnusson,2,3.531517052993454
7251,Leif Bristow,2,3.2801437087447263
7248,Lee Unkrich,2,8.035
7247,Lee Toland Krieger,2,5.035
5933,Jessy Terrero,2,3.3692310622926445
5934,Jesus Garces Lambert,2,3.785144994712903
9415,Paolo Gaudio,2,6.165
5939,Jhonny Hendrix Hinestroza,2,6.6
5940,Ji-hoon Kim,2,5.214637954151904
9413,Paolo Fazzini,2,5.889548219747454
8632,Michael R. Roskam,2,6.005
8635,Michael Ray Rhodes,2,5.0
5944,Jiang Wen,2,5.75
5947,Jill Bauer,2,4.777253636714224
5949,Jill Sprecher,2,7.9350000000000005
8637,Michael Reeves,2,5.195
7232,Lee Frost,2,5.5
9214,Noel Black,2,5.335
8742,Michele Rho,2,6.21
7293,Leonardo Guerra Seràgnoli,2,5.8100000000000005
6620,Julian Farino,2,4.275025047622341
9026,Navot Papushado,2,7.25
6633,Julie Anne Robinson,2,3.3
6634,Julie Bertuccelli,2,7.0
6635,Julie Davis,2,5.2
6636,Julie Delpy,2,5.625
6647,Julien Magnat,2,4.0
